dataset,matched_baseline,selected_config,validation_baseline,validation_selected,test_baseline,test_selected,delta,percent_delta,n_seeds,claim_status,metric,seeds,validation_score_delta,test_score_delta
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e6_lr075:greedy-heads,0.6461145422883701,0.6481995752549972,0.607264859284328,0.6087585106893536,0.0014936514050255534,0.24596374748011057,1,loss,roc-auc,0,0.0020850329666270984,0.0014936514050255534
ecom-offers,baseline_plr_k64:best-head,rla_ecom_sweep_k64_first_r2_bf16_n1e6_lr150:best-head,0.6446551124500212,0.6467160361323508,0.6040511426211326,0.6061105388577178,0.0020593962365852425,0.34093077411442263,1,loss,roc-auc,0,0.002060923682329685,0.0020593962365852425
ecom-offers,baseline_plr_k64:best-head,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr075:best-head,0.6446551124500212,0.6466894650623745,0.6040511426211326,0.6056110546916363,0.0015599120705037661,0.258241721675239,1,loss,roc-auc,0,0.0020343526123532962,0.0015599120705037661
ecom-offers,baseline_plr_k64:mean,rla_ecom_sweep_k64_first_r2_bf16_n1e6_lr050:mean,0.6192271623348796,0.6212109082991173,0.588246238196238,0.589550712890745,0.0013044746945070074,0.22175657229988724,1,loss,roc-auc,0,0.001983745964237671,0.0013044746945070074
ecom-offers,baseline_plr_k64:mean,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr050:mean,0.6192271623348796,0.6211632646385552,0.588246238196238,0.5895240604694498,0.001277822273211826,0.21722574497544794,1,loss,roc-auc,0,0.0019361023036755798,0.001277822273211826
ecom-offers,baseline_plr:best-head,rla_ecom_sweep_k32_first_r2_bf16_n1e5_lr050:best-head,0.6396333976576802,0.641562475764494,0.6015047655173966,0.6037632320019785,0.0022584664845818336,0.3754694250242835,1,loss,roc-auc,0,0.001929078106813753,0.0022584664845818336
ecom-offers,baseline_plr_k64:mean,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr050:mean,0.6192271623348796,0.6211455972724711,0.588246238196238,0.5895217637553924,0.0012755255591544445,0.21683531084969407,1,loss,roc-auc,0,0.0019184349375914733,0.0012755255591544445
ecom-offers,baseline_plr_k64:best-head,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr075:best-head,0.6446551124500212,0.6465568713693544,0.6040511426211326,0.605491067654402,0.0014399250332693958,0.2383780000847598,1,loss,roc-auc,0,0.0019017589193331963,0.0014399250332693958
ecom-offers,baseline_plr:greedy-heads,rla_ecom_sweep_k32_first_r2_bf16_n1e6_lr125:greedy-heads,0.6396333976576802,0.6415232677737204,0.6015047655173966,0.6037461817671204,0.0022414162497237378,0.37263482822047767,1,loss,roc-auc,0,0.0018898701160401377,0.0022414162497237378
ecom-offers,baseline_plr:greedy-heads,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr125:greedy-heads,0.6396333976576802,0.6414780637869897,0.6015047655173966,0.6037341185942304,0.0022293530768338066,0.3706293290820702,1,loss,roc-auc,0,0.0018446661293094468,0.0022293530768338066
ecom-offers,baseline_plr_k64:best-head,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr150:best-head,0.6446551124500212,0.6464927138440818,0.6040511426211326,0.6058243081562683,0.0017731655351357345,0.29354559738791575,1,loss,roc-auc,0,0.0018376013940606395,0.0017731655351357345
ecom-offers,baseline_plr:best-head,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr050:best-head,0.6396333976576802,0.6414517138354876,0.6015047655173966,0.603732928394233,0.0022281628768363593,0.370431458663467,1,loss,roc-auc,0,0.0018183161778073664,0.0022281628768363593
ecom-offers,baseline_plr:greedy-heads,rla_ecom_sweep_k32_first_r2_bf16_n1e5_lr125:greedy-heads,0.6396333976576802,0.6414339395954745,0.6015047655173966,0.603716829699477,0.00221206418208042,0.36775505513703916,1,loss,roc-auc,0,0.00180054193779422,0.00221206418208042
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e6_lr125:greedy-heads,0.6461145422883701,0.6479109271988502,0.607264859284328,0.606394342666985,-0.0008705166173430534,-0.14335040205833283,1,loss,roc-auc,0,0.0017963849104801755,-0.0008705166173430534
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr125:greedy-heads,0.6461145422883701,0.647892519085878,0.607264859284328,0.6063879081482493,-0.0008769511360787741,-0.14440999222518422,1,loss,roc-auc,0,0.0017779767975079075,-0.0008769511360787741
ecom-offers,baseline_plr_k64:best-head,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr050:best-head,0.6446551124500212,0.6464301299452835,0.6040511426211326,0.6064485711543649,0.0023974285332323264,0.3968916477550676,1,loss,roc-auc,0,0.001775017495262321,0.0023974285332323264
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e6_lr050:greedy-heads,0.6461145422883701,0.6478623548406969,0.607264859284328,0.6078114183398885,0.0005465590555604471,0.09000340579637298,1,loss,roc-auc,0,0.0017478125523268107,0.0005465590555604471
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr050:greedy-heads,0.6461145422883701,0.6478321021481261,0.607264859284328,0.607743989170767,0.00047912988643894483,0.07889965623955378,1,loss,roc-auc,0,0.0017175598597560793,0.00047912988643894483
ecom-offers,baseline_plr_k64:best-head,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr150:best-head,0.6446551124500212,0.6462881129199568,0.6040511426211326,0.605554507793845,0.0015033651727124342,0.24888044515385696,1,loss,roc-auc,0,0.0016330004699356415,0.0015033651727124342
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr075:greedy-heads,0.6461145422883701,0.6477082905438375,0.607264859284328,0.6085092753711555,0.00124441608682746,0.20492147171071706,1,loss,roc-auc,0,0.001593748255467431,0.00124441608682746
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr075:greedy-heads,0.6461145422883701,0.6476729484410535,0.607264859284328,0.6085240133945604,0.0012591541102323633,0.20734842317671698,1,loss,roc-auc,0,0.0015584061526834336,0.0012591541102323633
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e6_lr050:mean,0.6226852415226236,0.6242303252872399,0.5911614812153028,0.592120019941305,0.0009585387260022671,0.162144990237137,1,loss,roc-auc,0,0.0015450837646162618,0.0009585387260022671
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e5_lr050:mean,0.6226852415226236,0.6242203049350533,0.5911614812153028,0.5921146795387127,0.0009531983234098984,0.1612416156496402,1,loss,roc-auc,0,0.0015350634124297047,0.0009531983234098984
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr050:mean,0.6226852415226236,0.6242083129431389,0.5911614812153028,0.5921104735454928,0.0009489923301900793,0.160530136070292,1,loss,roc-auc,0,0.0015230714205153317,0.0009489923301900793
ecom-offers,baseline_plr:best-head,rla_ecom_sweep_k32_first_r2_bf16_n1e5_lr125:best-head,0.6396333976576802,0.6411328978488519,0.6015047655173966,0.6037298258155941,0.0022250602981974676,0.3699156558275206,1,loss,roc-auc,0,0.001499500191171621,0.0022250602981974676
ecom-offers,baseline_plr:best-head,rla_ecom_sweep_k32_first_r2_bf16_n1e6_lr125:best-head,0.6396333976576802,0.6410682796600914,0.6015047655173966,0.60371062144272,0.002205855925323408,0.3667229341775864,1,loss,roc-auc,0,0.001434882002411153,0.002205855925323408
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr050:greedy-heads,0.6461145422883701,0.647469169340591,0.607264859284328,0.60729144971604,2.659043171193698e-05,0.004378720636539756,1,loss,roc-auc,0,0.0013546270522208914,2.659043171193698e-05
ecom-offers,baseline_plr:best-head,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr125:best-head,0.6396333976576802,0.6409266901304815,0.6015047655173966,0.6035838000539384,0.0020790345365417906,0.34563891355930765,1,loss,roc-auc,0,0.0012932924728012996,0.0020790345365417906
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr125:greedy-heads,0.6461145422883701,0.6472815576858961,0.607264859284328,0.6061716481888324,-0.0010932110954956498,-0.18002212358937048,1,loss,roc-auc,0,0.001167015397526061,-0.0010932110954956498
ecom-offers,baseline_plr_k64:mean,rla_ecom_sweep_k64_first_r2_bf16_n1e6_lr075:mean,0.6192271623348796,0.6203191559194366,0.588246238196238,0.589072863089199,0.0008266248929610365,0.14052361737080513,1,loss,roc-auc,0,0.0010919935845570272,0.0008266248929610365
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e5_lr075:mean,0.6226852415226236,0.6237528457394826,0.5911614812153028,0.5920013067900054,0.0008398255747026351,0.14206364950844422,1,loss,roc-auc,0,0.0010676042168590305,0.0008398255747026351
ecom-offers,baseline_plr_k64:mean,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr075:mean,0.6192271623348796,0.6202937567773733,0.588246238196238,0.5890554812100709,0.0008092430138328943,0.13756875289407838,1,loss,roc-auc,0,0.0010665944424936846,0.0008092430138328943
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e6_lr075:mean,0.6226852415226236,0.6237453129701301,0.5911614812153028,0.592004558143644,0.0008430769283412909,0.14261364367111729,1,loss,roc-auc,0,0.0010600714475065276,0.0008430769283412909
ecom-offers,baseline_plr_k64:mean,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr075:mean,0.6192271623348796,0.620278175295562,0.588246238196238,0.5890460215996752,0.0007997834034372264,0.13596064904548016,1,loss,roc-auc,0,0.0010510129606823293,0.0007997834034372264
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr075:mean,0.6226852415226236,0.6237278814637519,0.5911614812153028,0.591995752523351,0.0008342713080482511,0.14112409799318557,1,loss,roc-auc,0,0.0010426399411282983,0.0008342713080482511
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e6_lr150:greedy-heads,0.6461145422883701,0.6467160361323508,0.607264859284328,0.6061105388577178,-0.0011543204266102336,-0.19008516777516482,1,loss,roc-auc,0,0.0006014938439807826,-0.0011543204266102336
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e5_lr125:mean,0.6226852415226236,0.6231245965601306,0.5911614812153028,0.5915113938155696,0.000349912600266844,0.05919069685452067,1,loss,roc-auc,0,0.00043935503750702765,0.000349912600266844
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e6_lr125:mean,0.6226852415226236,0.6230706878761345,0.5911614812153028,0.591475752904711,0.0003142716894082298,0.053161733197189,1,loss,roc-auc,0,0.00038544635351089873,0.0003142716894082298
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e5_lr150:greedy-heads,0.6461145422883701,0.6464927138440818,0.607264859284328,0.6058243081562683,-0.0014405511280597416,-0.23721957660409587,1,loss,roc-auc,0,0.0003781715557117371,-0.0014405511280597416
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr125:mean,0.6226852415226236,0.622997689297204,0.5911614812153028,0.5914189921428575,0.00025751092755477156,0.04356016684737031,1,loss,roc-auc,0,0.0003124477745803933,0.00025751092755477156
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr150:mean,0.6226852415226236,0.6229828596182048,0.5911614812153028,0.5913553567362276,0.00019387552092486882,0.03279569577610196,1,loss,roc-auc,0,0.0002976180955811536,0.00019387552092486882
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e5_lr150:mean,0.6226852415226236,0.6229506684536774,0.5911614812153028,0.5913266462607705,0.00016516504546770783,0.02793907429965895,1,loss,roc-auc,0,0.00026542693105380266,0.00016516504546770783
ecom-offers,baseline_plr:mean,rla_ecom_sweep_k32_first_r2_bf16_n1e6_lr150:mean,0.6226852415226236,0.6229380094210326,0.5911614812153028,0.5913308119607612,0.0001693307454584403,0.028643737936093563,1,loss,roc-auc,0,0.00025276789840900094,0.0001693307454584403
ecom-offers,baseline_plr_k64:greedy-heads,rla_ecom_sweep_k64_first_r2_bf16_n1e4_lr150:greedy-heads,0.6461145422883701,0.6462881129199568,0.607264859284328,0.605554507793845,-0.001710351490483042,-0.28164835562833657,1,loss,roc-auc,0,0.00017357063158673913,-0.001710351490483042
ecom-offers,baseline_plr:best-head,rla_ecom_sweep_k32_first_r4_bf16_n1e4_lr100:best-head,0.6396333976576802,0.6397253903135397,0.6015047655173966,0.6015973221640667,9.255664667007224e-05,0.01538751677062072,1,loss,roc-auc,0,9.199265585946304e-05,9.255664667007224e-05
