dataset,matched_baseline,selected_config,validation_baseline,validation_selected,test_baseline,test_selected,delta,percent_delta,n_seeds,claim_status,metric,seeds,validation_score_delta,test_score_delta
ecom-offers,baseline_plr:best-head,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr150:best-head,0.6348850160102797,0.6405827059477445,0.5984594094626825,0.602996968432495,0.00453755896981245,0.7582066382557886,3,win,roc-auc,0 1 2,0.005697689937464778,0.004537558969812412
ecom-offers,baseline_plr:greedy-heads,rla_ecom_sweep_k32_first_r2_bf16_n1e4_lr150:greedy-heads,0.6357851180692312,0.6405827059477445,0.5994423565870682,0.602996968432495,0.003554611845426714,0.5929864325345536,3,win,roc-auc,0 1 2,0.004797587878513217,0.003554611845426751
